MonumentID,MaterialID,MonumentType,MentionsUnit,Inscription,CleanedInscriptionConservative,CleanedInscription,Translation,TranslationSource,Decorated,Pediment,PedimentDetail,Frieze,Portrait,InscriptionDetails,InscriptionBorder,LowerFieldDecoration,LowerFieldDetail,MonumentStyleType,FromLatEpig,EDCSTags
0415,0415,,,L(ucius) Fadienus L(uci) f(ilius) Pomp(tina) / Fuscus dom(o) Dert(ona?) / vet(eranus) speculator v(ivus) f(ecit) sibi / et Camuriae Pollae uxori / L(ucio) Fadieno patri Vibiae Primae matri / Fadienae Pollae sorori Fadieno / Tertio fratri signifero leg(ionis) X{V}III G(eminae) / suisque omnibus ossibus infer(re) / in fr(onte) p(edes) XV in agr(o) p(edes) XXXI,L Fadienus L f Pomp Fuscus dom Dert vet speculator v f sibi et Camuriae Pollae uxori L Fadieno patri Vibiae Primae matri Fadienae Pollae sorori Fadieno Tertio fratri signifero leg XVIII G suis que omnibus ossibus infer in fr p XV in agr p XXXI,Lucius Fadienus Luci filius Pomptina Fuscus domo Dertona veteranus speculator vivus fecit sibi et Camuriae Pollae uxori Lucio Fadieno patri Vibiae Primae matri Fadienae Pollae sorori Fadieno Tertio fratri signifero legionis XIII Geminae suis que omnibus ossibus inferre in fronte pedes XV in agro pedes XXXI,,,,,,,,,,,,,,milites;  mulieres;  tituli sepulcrales;  tria nomina;  viri
0416,0416,,,L(ucio) Geminio / C(ai) f(ilio) Tro(mentina) / Montano / praef(ecto) c(o)ho(rtis) I / Sabastenorum / P(ublius) Aufidius Postimus / amico,L Geminio C f Tro Montano praef cho I Sabastenorum P Aufidius Postimus amico,Lucio Geminio Cai filio Tromentina Montano praefecto cohortis I Sabastenorum Publius Aufidius Postimus amico,,,,,,,,,,,,,,milites;  ordo equester;  tituli honorarii;  viri
0417,0417,,,Q(uinto) Raecio Q(uinti) f(ilio) / Cl(audia) Rufo / p(rimo) p(ilo) leg(ionis) XII Fulm(inatae) / trecenario / donis don(ato) ab Imper(atore) / Vespasian(o) et Tito Imp(eratore) / bell(o) Iud(aico) ab imp(eratore) Trai(ano) / bell(o) Dac(ico) princ(ipi) praet(orii) / Trebia M(arci) f(ilia) Procul(a) / marito / t(estamento) p(oni) i(ussit),Q Raecio Q f Cl Rufo p p leg XII Fulm trecenario donis don ab Imper Vespasian et Tito Imp bell Iud ab imp Trai bell Dac princ praet Trebia M f Procul marito t p i,Quinto Raecio Quinti filio Claudia Rufo primo pilo legionis XII Fulminatae trecenario donis donato ab Imperatore Vespasiano et Tito Imperatore bello Iudaico ab imperatore Traiano bello Dacico principi praetorii Trebia Marci filia Procula marito testamento poni iussit,,,,,,,,,,,,,,Augusti/Augustae;  milites;  mulieres;  tituli honorarii;  tria nomina;  viri
0418,0418,,,C(aius) Trebius C(ai) [f(ilius)] Firmus / veteranus leg(ionis) XI / stipendiorum XXV annor(um) LXXX / A O V F F D S E M Q M C S,C Trebius C Firmus veteranus leg XI stipendiorum XXV annor LXXX A O V F F D S E M Q M C S,Caius Trebius Cai filius Firmus veteranus legionis XI stipendiorum XXV annorum LXXX A O V F F D S E M Q M C S,,,,,,,,,,,,,,milites;  tria nomina;  viri
0419,0419,,,]VNESIC / |(centuria) Octavi F[3] / Volso T(iti) f(ilio) Octa(vio) f(ilio) Balbo,VNESIC Octavi F Volso T f Octa f Balbo,VNESIC centuria Octavi F Volso Titi filio Octavio filio Balbo,,,,,,,,,,,,,,milites;  tituli sepulcrales;  tria nomina;  viri
0420,0420,,,Stieu Barn/ainu f(ilius) domo / Berea annor(um) / XXX miles / coh(ortis) II Crest/ar(um) stipen[di]o/[rum,Stieu Barnainu f domo Berea annor XXX miles coh II Crestar stipenorum,Stieu Barnainu filius domo Berea annorum XXX miles cohortis II Crestarum stipendiorum,,,,,,,,,,,,,,milites;  nomen singulare;  tituli sepulcrales;  viri
0421,0421,,,M(arco) Magio / Galatae / posuit / Novia Severa / uxor,M Magio Galatae posuit Novia Severa uxor,Marco Magio Galatae posuit Novia Severa uxor,,,,,,,,,,,,,,mulieres;  tituli sepulcrales;  tria nomina;  viri
0422,0422,,,L(ucio) Caleio benef/iciario / L(ucius) Valerius Car/idus dec(urio) equi/tum de s(uo) fecit,L Caleio beneficiario L Valerius Caridus dec equitum de s fecit,Lucio Caleio beneficiario Lucius Valerius Caridus decurio equitum de suo fecit,,,,,,,,,,,,,,milites;  praenomen et nomen;  tria nomina;  viri
0423,0423,,,C(aius) Petillius Firm[us] / trib(unus) mil(itum) leg(ionis) IIII F(laviae) [F(elicis)] / ex auctoritate / Imp(eratoris) Vespasian[i] / iudex datus a [L(ucio?)] / [Plo]tio Pegaso l[eg(ato) pr(o) pr(aetore)] / [Imp(eratoris)] Vespasian[i Aug(usti)] / [terminos posuit inter,C Petillius Firm trib mil leg IIII F ex auctoritate Imp Vespasian iudex datus a tio Pegaso l Vespasian terminos posuit inter,Caius Petillius Firmus tribunus militum legionis IIII Flaviae Felicis ex auctoritate Imperatoris Vespasiani iudex datus a Lucio Plotio Pegaso legato pro praetore Imperatoris Vespasiani Augusti terminos posuit inter,,,,,,,,,,,,,,Augusti/Augustae;  ordo equester;  ordo senatorius;  termini;  tria nomina;  viri
0424,0424,,,[3 Ca]stricio Q(uinti) f(ilio) Cam(ilia) / [aed]il(i?) IIIvir(o) auguri Albae / [P]ompeiae prim(o) pil(o) leg(ionis) X[II] a / Ti(berio) Caesare Augusto donato / torquibus armillis phaleris / III et coronis aureis duabus / [d]ecur(ioni) Cremonae decur(ioni) Iade/[ris pr(incipi?)] Liburnor(um) et Iap<i=U>dum / [3 Cast]ricius Severus / [pat]rono,stricio Q f Cam il III vir auguri Albae ompeiae prim pil leg X a Ti Caesare Augusto donato torquibus armillis phaleris III et coronis aureis duabus ecur Cremonae decur Iade Liburnor et IapUdum ricius Severus rono,Castricio Quinti filio Camilia aedili III viro auguri Albae Pompeiae primo pilo legionis XII a Tiberio Caesare Augusto donato torquibus armillis phaleris III et coronis aureis duabus decurioni Cremonae decurioni Iaderis principi Liburnorum et Iapidum Castricius Severus patrono,,,,,,,,,,,,,,Augusti/Augustae;  milites;  ordo decurionum;  praenomen et nomen;  tituli honorarii
0425,0425,,,Leg(ionis) VII C(laudiae) P(iae) F(idelis),Leg VII C P F,Legionis VII Claudiae Piae Fidelis,,,,,,,,,,,,,,milites;  sigilla impressa;  tituli fabricationis
0426,0426,,,Leg(io) XI C(laudia) P(ia) F(idelis),Leg XI C P F,Legio XI Claudia Pia Fidelis,,,,,,,,,,,,,,milites;  sigilla impressa;  tituli fabricationis
0427,0427,,,] / mil(es) leg(ionis) V[II 3] / an(n)or(um) XXIV stip(endiorum) / V h(ic) s(itus) e(st) / frater pos(u)it,mil leg V anor XXIV stip V h s e frater posit,miles legionis VII annorum XXIV stipendiorum V hic situs est frater posuit,,,,,,,,,,,,,,milites;  tituli sepulcrales;  viri
0428,0428,,,Leg(ionis) VII [C(laudiae) P(iae) F(idelis)],Leg VII,Legionis VII Claudiae Piae Fidelis,,,,,,,,,,,,,,milites;  sigilla impressa;  tituli fabricationis
0429,0429,,,[Leg(ionis)] VII C(laudiae) P(iae) F(idelis),VII C P F,Legionis VII Claudiae Piae Fidelis,,,,,,,,,,,,,,milites;  sigilla impressa;  tituli fabricationis
0430,0430,,,[L]eg(ionis) VII C(laudiae) P(iae) F(idelis),eg VII C P F,Legionis VII Claudiae Piae Fidelis,,,,,,,,,,,,,,milites;  sigilla impressa;  tituli fabricationis
0431,0431,,,[L]eg(ionis) VII C(laudiae) P(iae) F(idelis),eg VII C P F,Legionis VII Claudiae Piae Fidelis,,,,,,,,,,,,,,milites;  sigilla impressa;  tituli fabricationis
0432,0432,,,Leg(ionis) VII C(laudiae) P(iae) F(idelis),Leg VII C P F,Legionis VII Claudiae Piae Fidelis,,,,,,,,,,,,,,milites;  sigilla impressa;  tituli fabricationis
0433,0433,,,Leg(ionis) VII C(laudiae) P(iae) F(idelis),Leg VII C P F,Legionis VII Claudiae Piae Fidelis,,,,,,,,,,,,,,milites;  sigilla impressa;  tituli fabricationis
0434,0434,,,[Leg(ionis)] VII C(laudiae) P(iae) F(idelis),VII C P F,Legionis VII Claudiae Piae Fidelis,,,,,,,,,,,,,,milites;  sigilla impressa;  tituli fabricationis
0435,0435,,,[Di]anae / [3 I]ul(ius) Capito / [b(ene)f(iciarius)] co(n)s(ularis) ex / [le]g(ione) XI Cl(audia) / [v(otum)] s(olvit) l(ibens) m(erito),anae ul Capito cos ex g XI Cl s l m,Dianae Iulius Capito beneficiarius consularis ex legione XI Claudia votum solvit libens merito,,,,,,,,,,,,,,milites;  tituli sacri;  tria nomina;  viri
0436,0436,,,m]il(es) coh(ortis) [3] / [3]e ann(orum) [,mil coh e ann,miles cohortis e annorum,,,,,,,,,,,,,,milites;  tituli sepulcrales;  viri
0437,0437,,,] fratr[i et] / sibi posu[it,fratr sibi posuit,fratri et sibi posuit,,,,,,,,,,,,,,tituli sepulcrales;  viri
0438,0438,,,]us eque[s(?),us eques,us eques,,,,,,,,,,,,,,ordo equester;  viri
0439,0439,,,L(ucius) Voconius / Constans L(uci) f(ilius) / dom(o) Ani(ensi) C[re(mona)] / [3]III[,L Voconius Constans L f dom Ani C III,Lucius Voconius Constans Luci filius domo Aniensi Cremona III,,,,,,,,,,,,,,tituli sepulcrales;  tria nomina;  viri
0440,0440,,,]A[3] / [3]SP[,A SP,A SP,,,,,,,,,,,,,,NA
0441,0441,,,]LO[,LO,LO,,,,,,,,,,,,,,NA
0442,0442,,,a]nn(orum) [3] / [stip(endiorum?)] XX[,ann XX,annorum stipendiorum XX,,,,,,,,,,,,,,milites;  tituli sepulcrales;  viri
0443,0443,,,]A[,A,A,,,,,,,,,,,,,,NA
0444,0444,,,[3]MC[3] [3]IS[,MC IS,MC IS,,,,,,,,,,,,,,NA
0445,0445,,,]I E[3] / [3]O[,I E O,I E O,,,,,,,,,,,,,,NA
0446,0446,,,]I[3] / [3]G[3] / [3]DI[,I G DI,I G DI,,,,,,,,,,,,,,NA
0447,0447,,,]DA[3]LV[3] / [3]NO[,DA LV NO,DA LV NO,,,,,,,,,,,,,,NA
0448,0448,,,]CL[3] / [3]I[,CL I,CL I,,,,,,,,,,,,,,NA
0449,0449,,,]I[3] / [3]MAT[,I MAT,I MAT,,,,,,,,,,,,,,NA
0450,0450,,,]IA[,IA,IA,,,,,,,,,,,,,,NA
0451,0451,,,[I(ovi)] O(ptimo) M(aximo) / [Au]rel(ius?) O[3] / [3] b(ene)f(iciarius) c[o(n)s(ularis)] / [leg(ionis)] XI Cl(audiae) [P(iae) F(idelis?)] / [v(otum)] s(olvit),O M rel O bf c XI Cl s,Iovi Optimo Maximo Aurelius O beneficiarius consularis legionis XI Claudiae Piae Fidelis votum solvit,,,,,,,,,,,,,,milites;  tituli sacri;  tria nomina;  viri
0452,0452,,,[I(ovi)] O(ptimo) M(aximo) [3] / [3 Di]ana[e(?) 3] / [3]L() Aug(ustis?) [3] / [3 Gen(io?) l]oci(?) [3] / [3 c]oh(ors) [3] / [3]nius [3] / [3]us [3] / [3]I[,O M ana L Aug oci oh nius us I,Iovi Optimo Maximo Dianae L Augustis Genio loci cohors nius us I,,,,,,,,,,,,,,milites;  tituli sacri;  viri
0453,0453,,,Marti / Militari / Cn(aeus) Pomp(eius?) / [,Marti Militari Cn Pomp,Marti Militari Cnaeus Pompeius,,,,,,,,,,,,,,milites;  tituli sacri;  viri
0454,0454,,,]RCEL/[3] con(iugi?) / [3 vix(it) a]nn(os) XIIII / [3]CTO / [3] coh(ortis) / [3 A]urelia / [3]REN/[,RCEL con nn XIIII CTO coh urelia REN,RCEL coniugi vixit annos XIIII CTO cohortis Aurelia REN,,,,,,,,,,,,,,milites;  mulieres;  tituli sepulcrales;  viri
0455,0455,,,Coh(ors) II |(miliaria),Coh II,Cohors II miliaria,,,,,,,,,,,,,,milites;  sigilla impressa;  tituli fabricationis
0456,0456,,,Iul(ius)] Lon/[ginus] b(ene)f(iciarius) co(n)s(ularis) / [ex le(gione) V] Maced(onica) / [v(otum) s(olvit)] l(ibens) m(erito),Iul Lon bf cos Maced l m,Iulius Longinus beneficiarius consularis ex legione V Macedonica votum solvit libens merito,,,,,,,,,,,,,,milites;  tituli sacri;  tria nomina;  viri
0457,0457,,,Leg(ionis) VII C(laudiae) P(iae) F(idelis),Leg VII C P F,Legionis VII Claudiae Piae Fidelis,,,,,,,,,,,,,,milites;  sigilla impressa;  tituli fabricationis
0458,0458,,,Leg(ionis) VII C(laudiae) P(iae) F(idelis),Leg VII C P F,Legionis VII Claudiae Piae Fidelis,,,,,,,,,,,,,,milites;  sigilla impressa;  tituli fabricationis
0459,0459,,,Signifer // legio XI Claudia,Signifer legio XI Claudia,Signifer legio XI Claudia,,,,,,,,,,,,,,milites;  viri
0460,0460,,,I(ovi) O(ptimo) M(aximo) / [C]laudius / [3 v(ixit) ann]is(?) VIII,I O M laudius is VIII,Iovi Optimo Maximo Claudius vixit annis VIII,,,,,,,,,,,,,,tituli sacri;  viri
0461,0461,,,L(ucius?) V[3]is / EIA[3]VI / EM[,L V is EIA VI EM,Lucius V is EIA VI EM,,,,,,,,,,,,,,tituli sepulcrales;  viri
0462,0462,,,p]ridie prid[,pridie prid,pridie prid,,,,,,,,,,,,,,tituli sepulcrales
0463,0463,,,]atui mat[,atui mat,atui mat,,,,,,,,,,,,,,tituli sepulcrales
0464,0464,,,Dama,Dama,Dama,,,,,,,,,,,,,,mulieres;  nomen singulare;  tituli possessionis
0465,0465,,,XVII,XVII,XVII,,,,,,,,,,,,,,tituli possessionis
0466,0466,,,Octavi Optati Cava,Octavi Optati Cava,Octavi Optati Cava,,,,,,,,,,,,,,tituli possessionis;  tria nomina;  viri
0467,0467,,,Leg(io) XI,Leg XI,Legio XI,,,,,,,,,,,,,,milites;  tituli possessionis
0468,0468,,,Iuli / Marcel(li),Iuli Marcel,Iuli Marcelli,,,,,,,,,,,,,,sigilla impressa;  tituli fabricationis;  tria nomina;  viri
0469,0469,,,C(o)hor(s) VIII vo(luntariorum),Chor VIII vo,Cohors VIII voluntariorum,,,,,,,,,,,,,,milites;  sigilla impressa;  tituli fabricationis
0470,0470,,,D(ecimi) B() S(),D B S,Decimi B S,,,,,,,,,,,,,,tituli possessionis;  tria nomina;  viri
0471,0471,,,]nius C(ai) f(ilius) [3] / [3]s ann(os) V h(ic) s(itus) e(st) [3] / [3]ECI[3]SINE[3]PVS / [3] annus cui scidi / [3] miseris ipse patrem / [ut decuit digno tumulasset honore n]i mihi natura / [heu esset iniqua nimis],nius C f s ann V h s e ECI SINE PVS annus cui scidi miseris ipse patrem i mihi natura,nius Cai filius s annos V hic situs est ECI SINE PVS annus cui scidi miseris ipse patrem ut decuit digno tumulasset honore ni mihi natura heu esset iniqua nimis,,,,,,,,,,,,,,carmina;  tituli sepulcrales;  tria nomina;  viri
0472,0472,,,[3]O / [,O,O,,,,,,,,,,,,,,NA
0473,0473,,,Leg(ionis) VII C(laudiae) P(iae) F(idelis),Leg VII C P F,Legionis VII Claudiae Piae Fidelis,,,,,,,,,,,,,,milites;  sigilla impressa;  tituli fabricationis
0474,0474,,,[L]eg(ionis) VII [C(laudiae) P(iae) F(idelis)],eg VII,Legionis VII Claudiae Piae Fidelis,,,,,,,,,,,,,,milites;  sigilla impressa;  tituli fabricationis
0475,0475,,,[Leg(ionis)] VII C(laudiae) [P(iae) F(idelis)],VII C,Legionis VII Claudiae Piae Fidelis,,,,,,,,,,,,,,milites;  sigilla impressa;  tituli fabricationis
0476,0476,,,Coh(ors) VIII vol(untariorum),Coh VIII vol,Cohors VIII voluntariorum,,,,,,,,,,,,,,milites;  sigilla impressa;  tituli fabricationis
0477,0477,,,Coh(ors) VIII vol(untariorum),Coh VIII vol,Cohors VIII voluntariorum,,,,,,,,,,,,,,milites;  sigilla impressa;  tituli fabricationis
0478,0478,,,Coh(ors) VIII vol(untariorum),Coh VIII vol,Cohors VIII voluntariorum,,,,,,,,,,,,,,milites;  sigilla impressa;  tituli fabricationis
0479,0479,,,Gre/gori / vivas,Gregori vivas,Gregori vivas,,,,,,,,,,,,,,nomen singulare;  tituli possessionis;  viri
0480,0480,,,Leg(io) IIII F(lavia) F(elix),Leg IIII F F,Legio IIII Flavia Felix,,,,,,,,,,,,,,milites;  sigilla impressa;  tituli fabricationis
0481,0481,,,]P IIIIC[,P IIIIC,P IIIIC,,,,,,,,,,,,,,NA
0482,0482,,,coh(ortis) III Al]pino[rum(?)] / [3] Victo[r,coh III Alpino Victor,cohortis III Alpinorum Victor,,,,,,,,,,,,,,milites;  tituli sepulcrales;  viri
0483,0483,,,Leg(io) VIII Aug(usta),Leg VIII Aug,Legio VIII Augusta,,,,,,,,,,,,,,milites;  sigilla impressa;  tituli fabricationis
0484,0484,,,?,,,,,,,,,,,,,,,,miliaria
0485,0485,,,]onia[1] / [3]CLAMA / [3 ex testa]ment(o) / [,onia CLAMA ment,onia CLAMA ex testamento,,,,,,,,,,,,,,tituli sepulcrales
0486,0486,,,]R[3] / [3]mus[,R mus,R mus,,,,,,,,,,,,,,tituli sepulcrales
0487,0487,,,] veteran(us) L(ucius) Vettius [,veteran L Vettius,veteranus Lucius Vettius,,,,,,,,,,,,,,milites;  tituli sepulcrales;  viri
0488,0488,,,]IVvir [,IV vir,IV vir,,,,,,,,,,,,,,ordo decurionum;  tituli sepulcrales;  viri
0489,0489,,,] / A[3] / H() P() [3] / st[3] / vi[xit a]/n(nos) X[,A H P st vin X,A H P st vixit annos X,,,,,,,,,,,,,,tituli sepulcrales
0490,0490,,,] leg(ionis) XI / [a]nn(orum) XLV stip(endiorum) XXI / C(aius) Aemilius C(ai) f(ilius) / [Ma]rcellus ann(orum) XIIX / [pa]ter et filius / [h(ic) s(itus)] e(st!),leg XI nn XLV stip XXI C Aemilius C f rcellus ann XIIX ter et filius e,legionis XI annorum XLV stipendiorum XXI Caius Aemilius Cai filius Marcellus annorum XIIX pater et filius hic situs est,,,,,,,,,,,,,,milites;  tituli sepulcrales;  tria nomina;  viri
0491,0491,,,P(ublius) Gavius / P(ubli) f(ilius) Scaptia / Bassus [Fl]o/[rentia,P Gavius P f Scaptia Bassus orentia,Publius Gavius Publi filius Scaptia Bassus Florentia,,,,,,,,,,,,,,tituli sepulcrales;  tria nomina;  viri
0492,0492,,,Acium Celae,Acium Celae,Acium Celae,,,,,,,,,,,,,,tituli possessionis
0493,0493,,,A(ulus) Cl(audius),A Cl,Aulus Claudius,,,,,,,,,,,,,,praenomen et nomen;  tituli possessionis;  viri
0494,0494,,,Leg(io) IIII F(lavia) F(elix),Leg IIII F F,Legio IIII Flavia Felix,,,,,,,,,,,,,,milites;  sigilla impressa;  tituli fabricationis
0495,0495,,,Leg(io) IIII F(lavia) F(elix),Leg IIII F F,Legio IIII Flavia Felix,,,,,,,,,,,,,,milites;  sigilla impressa;  tituli fabricationis
0496,0496,,,]LAETEFP,LAETEFP,LAETEFP,,,,,,,,,,,,,,sigilla impressa;  tituli fabricationis
0497,0497,,,[Leg(io)] VIII Aug(usta),VIII Aug,Legio VIII Augusta,,,,,,,,,,,,,,milites;  sigilla impressa;  tituli fabricationis
0498,0498,,,] Ani(ensi) Prisc(us) [Cre]mona mil(es) leg(ionis) XI C(laudiae) P(iae) F(idelis) ann(orum) XXXIIX stip(endiorum) XX et P(ublius) Mamiliu[s] eques,Ani Prisc mona mil leg XI C P F ann XXXIIX stip XX et P Mamiliu eques,Aniensi Priscus Cremona miles legionis XI Claudiae Piae Fidelis annorum XXXIIX stipendiorum XX et Publius Mamilius eques,,,,,,,,,,,,,,milites;  praenomen et nomen;  tituli sepulcrales;  tria nomina;  viri
0499,0499,,,[1] Au[g(ust)] / INDAC[1]S / L(ucius) Quintiu[s] / Saecular[is] / v(otum) s(olvit) l(ibens) [m(erito)],Au INDACS L Quintiu Saecular v s l,August INDAC S Lucius Quintius Saecularis votum solvit libens merito,,,,,,,,,,,,,,tituli sacri;  tria nomina;  viri
0500,0500,,,Aur(elius?) PII / MEPARV / DIAN[,Aur PII MEPARV DIAN,Aurelius PII MEPARV DIAN,,,,,,,,,,,,,,viri
0501,0501,,,le]g(ionis) XI C(laudiae) P(iae) F(idelis) / [ann(orum)] XXXX st[ip(endiorum)] / [3]X I Q() Priscu[s] / frat[er(?)],leg XI C P F XXXX st X I Q Priscu frat,legionis XI Claudiae Piae Fidelis annorum XXXX stipendiorum X I Q Priscus frater,,,,,,,,,,,,,,milites;  tituli sepulcrales;  viri
0502,0502,,,]E MVL[3] / [3] Capit[o(?) 3] / [3] leg(ionis?) VII [,E MVL Capit leg VII,E MVL Capito legionis VII,,,,,,,,,,,,,,milites;  tituli sepulcrales;  viri
0503,0503,,,P() F[,P F,P F,,,,,,,,,,,,,,NA
0504,0504,,,Q(uinti) N() C(),Q N C,Quinti N C,,,,,,,,,,,,,,sigilla impressa;  tituli fabricationis;  tria nomina;  viri
0505,0505,,,I() V() B() / E() V() [1],I V B E V,I V B E V,,,,,,,,,,,,,,tituli possessionis
0506,0506,,,Lici,Lici,Lici,,,,,,,,,,,,,,nomen singulare;  tituli possessionis;  viri
0507,0507,,,Sav(),Sav,Sav,,,,,,,,,,,,,,tituli possessionis
0508,0508,,,Actum Celae,Actum Celae,Actum Celae,,,,,,,,,,,,,,tituli possessionis
0509,0509,,,Leg(ionis) VII C(laudiae) P(iae) F(idelis),Leg VII C P F,Legionis VII Claudiae Piae Fidelis,,,,,,,,,,,,,,milites;  sigilla impressa;  tituli fabricationis
0510,0510,,,?,,,,,,,,,,,,,,,,miliaria
0511,0511,,,]s Gem/[3] coh(ortis) / [c]orni[cularius(?)] / [,s Gem coh orni,s Gem cohortis cornicularius,,,,,,,,,,,,,,milites;  tituli sepulcrales;  viri
0512,0512,,,]NO PR[3] / [3]NNO [3] / [3 p]rovin[ciae 3] / [3 tri]b(uno) mil(itum) le[g(ionis) 3] / [3] Syria[e 3] / [3]is in[,NO PR NNO rovin b mil le Syria is in,NO PR NNO provinciae tribuno militum legionis Syriae is in,,,,,,,,,,,,,,milites;  ordo senatorius;  tituli honorarii;  viri
0513,0513,,,] eadem legio [,eadem legio,eadem legio,,,,,,,,,,,,,,milites;  tituli sepulcrales
0514,0514,,,Leg(io) IIII F(lavia) F(elix),Leg IIII F F,Legio IIII Flavia Felix,,,,,,,,,,,,,,milites;  sigilla impressa;  tituli fabricationis
0515,0515,,,d m / m tuscennio m f rogato / vet ben praef alae dalm col / asclepit epidaur militavit an / XXVIII vix an LIII / m IX d XVI m iusteius / p f ceraun domo rizin / contibernali bene meren f c / et s p q s,d m m tuscennio m f rogato vet ben praef alae dalm col asclepit epidaur militavit an XXVIII vix an LIII m IX d XVI m iusteius p f ceraun domo rizin contibernali bene meren f c et s p q s,d m m tuscennio m f rogato vet ben praef alae dalm col asclepit epidaur militavit an XXVIII vix an LIII m IX d XVI m iusteius p f ceraun domo rizin contibernali bene meren f c et s p q s,,,,,,,,,,,,,,milites;  tituli sepulcrales;  viri
0516,0516,,,] miitis cohortis III Alp(inae) [,miitis cohortis III Alp,miitis cohortis III Alpinae,,,,,,,,,,,,,,milites;  tituli sepulcrales
0517,0517,,,Leg(ionis) VII C(laudiae) P(iae) F(idelis),Leg VII C P F,Legionis VII Claudiae Piae Fidelis,,,,,,,,,,,,,,milites;  sigilla impressa;  tituli fabricationis
0518,0518,,,Leg(ionis) VII C(laudiae) [P(iae) F(idelis)],Leg VII C,Legionis VII Claudiae Piae Fidelis,,,,,,,,,,,,,,milites;  sigilla impressa;  tituli fabricationis
0519,0519,,,Leg(ionis) VII C(laudiae) P(iae) F(idelis),Leg VII C P F,Legionis VII Claudiae Piae Fidelis,,,,,,,,,,,,,,milites;  sigilla impressa;  tituli fabricationis
0520,0520,,,]us miles / [3]sit stip(endiorum) / [3] v(ivus) f(ecit) qui / [vixit ann(os) 3]XXXV l(i)b/[ert]us heres / [3]nalis,us miles sit stip v f qui XXXV lbus heres nalis,us miles sit stipendiorum vivus fecit qui vixit annos XXXV libertus heres nalis,,,,,,,,,,,,,,liberti/libertae;  milites;  tituli sepulcrales;  viri
